,FileName,Concentration,Probe,Temp,Tip radius_mean,Tip radius_std,ROI,InterphaseThickness,ForceSetpoint,group,Link,Farfieldcontactradius(Schwarz),Point,Z Rate,RelativeInterphaseThickness,Depth,calc_depth,k,a_hat,d_hat,thermal Q,f,k,
244,240203_0.0_HQ30030_80_100_500_01,0,HQ30030,80,32.245,5.39663707,500,0,100,201,240203_0.0_HQ30030_80_100_500_01,49.06369991,128,250,0,36.37789154,38.67864416,40.71,2.322499657,2.905363978,489.44,351940,40.71,
245,240203_0.0_HQ30030_80_100_500_02,0,HQ30030,80,32.245,5.39663707,500,0,100,201,240203_0.0_HQ30030_80_100_500_02,45.35521667,128,250,0,31.99108124,33.53819248,40.71,2.362086711,3.069693106,489.44,351940,40.71,
246,240203_0.0_HQ30030_80_100_500_03,0,HQ30030,80,32.245,5.39663707,500,0,100,201,240203_0.0_HQ30030_80_100_500_03,46.69305269,128,250,0,33.97922516,35.64259725,40.71,2.37008798,3.103309353,489.44,351940,40.71,
248,240203_0.0_NCH_80_50_500_01,0,NCH,80,311.315,29.94597218,1000,0,50,201,240203_0.0_NCH_80_50_500_01,122.2825402,128,250,0,28.53689766,30.66645304,41.806,2.290965127,2.776833462,566.46,302050,41.806,
249,240203_0.0_NCH_80_50_500_02,0,NCH,80,311.315,29.94597218,1000,0,50,201,240203_0.0_NCH_80_50_500_02,122.3726719,128,250,0,29.42844391,31.44763311,41.806,2.304735153,2.832699368,566.46,302050,41.806,
250,240203_0.0_NCH_80_50_500_03,0,NCH,80,311.315,29.94597218,1000,0,50,201,240203_0.0_NCH_80_50_500_03,123.3912664,128,250,0,29.98978043,32.00893041,41.806,2.314579051,2.872882735,566.46,302050,41.806,
251,240203_0.0_NCH_80_50_500_04,0,NCH,80,311.315,29.94597218,1000,0,50,201,240203_0.0_NCH_80_50_500_04,122.1274479,128,250,0,29.46581268,31.21607426,41.806,2.324400017,2.91317682,566.46,302050,41.806,
252,240203_0.0_NCH_80_75_500_01,0,NCH,80,311.315,29.94597218,1000,0,75,200,240203_0.0_NCH_80_75_500_01,127.244844,128,250,0,30.49143028,31.8130336,41.806,2.397769336,3.220651595,566.46,302050,41.806,
253,240203_0.0_NCH_80_75_500_02,0,NCH,80,311.315,29.94597218,1000,0,75,200,240203_0.0_NCH_80_75_500_02,128.896844,128,250,0,31.42477608,32.67739419,41.806,2.425209257,3.338566074,566.46,302050,41.806,
254,240203_0.0_NCH_80_75_500_03,0,NCH,80,311.315,29.94597218,1000,0,75,200,240203_0.0_NCH_80_75_500_03,129.1180808,128,250,0,30.77288055,32.05558442,41.806,2.397737089,3.220513958,566.46,302050,41.806,
255,240203_0.0_NCH_80_75_500_04,0,NCH,80,311.315,29.94597218,1000,0,75,200,240203_0.0_NCH_80_75_500_04,123.6892464,128,250,0,26.83732605,28.49963546,41.806,2.324639429,2.914161641,566.46,302050,41.806,
256,240203_0.0_NCH_80_100_500_01,0,NCH,80,311.315,29.94597218,1000,0,100,201,240203_0.0_NCH_80_100_500_01,139.5631544,128,250,0,42.43647766,43.75969694,41.806,2.456018126,3.472849059,566.46,302050,41.806,
257,240203_0.0_NCH_80_100_500_02,0,NCH,80,311.315,29.94597218,1000,0,100,201,240203_0.0_NCH_80_100_500_02,134.1577231,128,250,0,36.70318222,38.87135773,41.806,2.342614977,2.988450348,566.46,302050,41.806,
258,240203_0.0_NCH_80_100_500_03,0,NCH,80,311.315,29.94597218,1000,0,100,201,240203_0.0_NCH_80_100_500_03,139.2336718,128,250,0,42.15200806,43.26329834,41.806,2.469997446,3.534438501,566.46,302050,41.806,
259,240203_0.0_NCH_80_100_500_04,0,NCH,80,311.315,29.94597218,1000,0,100,201,240203_0.0_NCH_80_100_500_04,,128,250,0,40.68981934,42.62092331,41.806,2.388493869,3.181152385,566.46,302050,41.806,
260,240204_2.5_HQ300_80_50_500_01,2.5,HQ300,80,13.3025,2.019744208,500,50,50,201,240204_2.5_HQ300_80_50_500_01,30.48098124,128,250,1.415937814,54.74767303,55.75173897,30.808,2.532928459,3.816789123,472.73,287020,30.808,
261,240204_2.5_HQ300_80_50_500_02,2.5,HQ300,80,13.3025,2.019744208,500,50,50,201,240204_2.5_HQ300_80_50_500_02,30.90840426,128,250,1.362397131,58.9741745,59.86290947,30.808,2.52244526,3.76917641,472.73,287020,30.808,
262,240204_2.5_HQ300_80_50_500_03,2.5,HQ300,80,13.3025,2.019744208,500,50,50,201,240204_2.5_HQ300_80_50_500_03,31.66774478,128,250,1.387683476,57.51636124,58.59217436,30.808,2.561384119,3.947193313,472.73,287020,30.808,
263,240204_2.5_HQ300_80_50_500_04,2.5,HQ300,80,13.3025,2.019744208,500,50,50,201,240204_2.5_HQ300_80_50_500_04,31.14363171,128,250,1.36149019,61.32030106,61.81290118,30.808,2.602684148,4.1394836,472.73,287020,30.808,
264,240204_2.5_HQ300_80_75_500_01,2.5,HQ300,80,13.3025,2.019744208,500,50,75,200,240204_2.5_HQ300_80_75_500_01,32.93135597,128,250,1.518309785,60.56478882,60.42957506,30.808,2.787262903,5.042536436,472.73,287020,30.808,
265,240204_2.5_HQ300_80_75_500_02,2.5,HQ300,80,13.3025,2.019744208,500,50,75,200,240204_2.5_HQ300_80_75_500_02,32.3192973,128,250,1.547063339,58.53039932,58.29143407,30.808,2.804572826,5.130878132,472.73,287020,30.808,
266,240204_2.5_HQ300_80_75_500_03,2.5,HQ300,80,13.3025,2.019744208,500,50,75,200,240204_2.5_HQ300_80_75_500_03,31.46533641,128,250,1.589050228,56.83856964,56.18682494,30.808,2.921583038,5.74443121,472.73,287020,30.808,
267,240204_2.5_HQ300_80_75_500_04,2.5,HQ300,80,13.3025,2.019744208,500,50,75,200,240204_2.5_HQ300_80_75_500_04,32.64128701,128,250,1.531802345,59.75451279,59.82655597,30.808,2.772973308,4.970080416,472.73,287020,30.808,
268,240204_2.5_HQ300_80_100_500_01,2.5,HQ300,80,13.3025,2.019744208,500,50,100,201,240204_2.5_HQ300_80_100_500_01,35.79525671,128,250,1.184203015,94.17944336,93.37276664,30.808,3.08553534,6.65206285,472.73,287020,30.808,
269,240204_2.5_HQ300_80_100_500_02,2.5,HQ300,80,13.3025,2.019744208,500,50,100,201,240204_2.5_HQ300_80_100_500_02,35.50328953,128,250,1.177082416,95.31607056,94.44867732,30.808,3.091026285,6.683426815,472.73,287020,30.808,
270,240204_2.5_HQ300_80_100_500_03,2.5,HQ300,80,13.3025,2.019744208,500,50,100,201,240204_2.5_HQ300_80_100_500_03,35.17279612,128,250,1.192210371,94.5495224,93.61509266,30.808,3.141282395,6.973392996,472.73,287020,30.808,
273,240204_2.5_HQ30030_80_50_500_02,2.5,HQ30030,80,28.1325,2.487976085,500,50,50,201,240204_2.5_HQ30030_80_50_500_02,43.11075191,128,250,1.035073427,40.67032623,43.96758828,50.581,2.293656879,2.787722507,604.24,347090,50.481,
274,240204_2.5_HQ30030_80_50_500_03,2.5,HQ30030,80,28.1325,2.487976085,500,50,50,201,240204_2.5_HQ30030_80_50_500_03,43.5656812,128,250,1.015808823,41.73341751,45.30422931,50.581,2.280801728,2.735857433,604.24,347090,50.481,
275,240204_2.5_HQ30030_80_50_500_04,2.5,HQ30030,80,28.1325,2.487976085,500,50,50,201,240204_2.5_HQ30030_80_50_500_04,44.15002209,128,250,1.132502265,38.74872589,42.38342315,50.581,2.269493063,2.690521224,604.24,347090,50.481,
276,240204_2.5_HQ30030_80_75_500_01,2.5,HQ30030,80,28.1325,2.487976085,500,50,75,200,240204_2.5_HQ30030_80_75_500_01,48.26665171,128,250,1.035911923,51.26322174,54.03087125,50.581,2.372010635,3.111407275,604.24,347090,50.481,
277,240204_2.5_HQ30030_80_75_500_02,2.5,HQ30030,80,28.1325,2.487976085,500,50,75,200,240204_2.5_HQ30030_80_75_500_02,45.78239637,128,250,1.092122824,50.10557556,48.90432527,50.581,2.394712255,3.207613079,604.24,347090,50.481,
278,240204_2.5_HQ30030_80_75_500_03,2.5,HQ30030,80,28.1325,2.487976085,500,50,75,200,240204_2.5_HQ30030_80_75_500_03,46.03291334,128,250,1.086179352,50.31641006,49.28119902,50.581,2.376968067,3.132323224,604.24,347090,50.481,
280,240204_2.5_HQ30030_80_100_500_01,2.5,HQ30030,80,28.1325,2.487976085,500,50,100,201,240204_2.5_HQ30030_80_100_500_01,50.98428698,128,250,0.998508487,42.58234024,46.57330468,50.581,2.462916662,3.503190885,604.24,347090,50.481,
281,240204_2.5_HQ30030_80_100_500_02,2.5,HQ30030,80,28.1325,2.487976085,500,50,100,201,240204_2.5_HQ30030_80_100_500_02,50.26571967,128,250,0.852438696,68.21011353,70.65387554,50.581,2.471091884,3.539277693,604.24,347090,50.481,
282,240204_2.5_HQ30030_80_100_500_03,2.5,HQ30030,80,28.1325,2.487976085,500,50,100,201,240204_2.5_HQ30030_80_100_500_03,49.60904693,128,250,0.871329972,65.3496933,67.77600902,50.581,2.467259083,3.522341542,604.24,347090,50.481,
283,240204_2.5_NCH_80_50_01,2.5,NCH,80,311.315,29.94,1000,50,50,201,240204_2.5_NCH_80_50_01,149.8241649,128,250,0.29930087,41.13389587,45.38408088,47.361,2.219836303,2.494657907,639.59,288360,47.361,
284,240204_2.5_NCH_80_50_02,2.5,NCH,80,311.315,29.94,1000,50,50,201,240204_2.5_NCH_80_50_02,150.5082385,128,250,0.301371633,39.08358765,44.08177358,47.361,2.196966047,2.406210242,639.59,288360,47.361,
285,240204_2.5_NCH_80_50_03,2.5,NCH,80,311.315,29.94,1000,50,50,201,240204_2.5_NCH_80_50_03,149.3690826,128,250,0.334741294,34.6136322,38.90954569,47.361,2.199713036,2.41677513,639.59,288360,47.361,
286,240204_2.5_NCH_80_75_01,2.5,NCH,80,311.315,29.94,1000,50,75,200,240204_2.5_NCH_80_75_01,161.3045328,128,250,0.30997269,45.61474228,48.92179372,47.361,2.296574874,2.799544114,639.59,288360,47.361,
287,240204_2.5_NCH_80_75_02,2.5,NCH,80,311.315,29.94,1000,50,75,200,240204_2.5_NCH_80_75_02,161.6753835,128,250,0.309261676,45.30455399,48.71768257,47.361,2.288422512,2.766561818,639.59,288360,47.361,
288,240204_2.5_NCH_80_75_03,2.5,NCH,80,311.315,29.94,1000,50,75,200,240204_2.5_NCH_80_75_03,160.3041714,128,250,0.311907042,45.18099976,48.41402296,47.361,2.300641753,2.816050244,639.59,288360,47.361,
289,240204_2.5_NCH_80_100_01,2.5,NCH,80,311.315,29.94,1000,50,100,201,240204_2.5_NCH_80_100_01,169.6068338,128,250,0.26654883,58.94291687,62.14559939,47.361,2.359965299,3.060802961,639.59,288360,47.361,
290,240209_5.0_HQ300_80_50_01,5,HQ300,80,13.6125,2.434178506,700,150,50,201,240209_5.0_HQ300_80_50_01,30.50960757,128,250,3.901493375,56.54917908,59.52345379,27.96,2.354719499,3.03886035,422.16,290850,27.96,
291,240209_5.0_HQ300_80_50_02,5,HQ300,80,13.6125,2.434178506,700,150,50,201,240209_5.0_HQ300_80_50_02,31.12746353,128,250,3.797305552,59.31301117,62.64942062,27.96,2.349349098,3.016456779,422.16,290850,27.96,
292,240209_5.0_HQ300_80_50_03,5,HQ300,80,13.6125,2.434178506,700,150,50,201,240209_5.0_HQ300_80_50_03,29.830042,128,250,3.924097306,54.48389435,57.87620035,27.96,2.324955598,2.915462391,422.16,290850,27.96,
293,240209_5.0_HQ300_80_75_01,5,HQ300,80,13.6125,2.434178506,700,150,75,200,240209_5.0_HQ300_80_75_01,33.57122283,128,250,2.97874166,64.89678955,68.02211334,27.96,2.382407753,3.155333553,422.16,290850,27.96,
294,240209_5.0_HQ300_80_75_02,5,HQ300,80,13.6125,2.434178506,700,150,75,200,240209_5.0_HQ300_80_75_02,31.22850378,128,250,3.202202728,56.05399323,58.73575961,27.96,2.368125943,3.095053605,422.16,290850,27.96,
295,240209_5.0_HQ300_80_75_03,5,HQ300,80,13.6125,2.434178506,700,150,75,200,240209_5.0_HQ300_80_75_03,31.43275895,128,250,3.181394295,55.52277374,58.9598596,27.96,2.323269506,2.908528093,422.16,290850,27.96,
296,240209_5.0_HQ300_80_75_04,5,HQ300,80,13.6125,2.434178506,700,150,75,200,240209_5.0_HQ300_80_75_04,28.29800331,128,250,3.533818231,46.87744904,48.78847989,27.96,2.41093057,3.277009713,422.16,290850,27.96,
297,240209_5.0_HQ300_80_100_01,5,HQ300,80,13.6125,2.434178506,700,150,100,201,240209_5.0_HQ300_80_100_01,30.67687281,128,250,3.854761013,62.92578888,64.84634493,27.96,2.482878443,3.591553188,422.16,290850,27.96,
298,240209_5.0_HQ300_80_100_02,5,HQ300,80,13.6125,2.434178506,700,150,100,201,240209_5.0_HQ300_80_100_02,30.88781737,128,250,3.764664809,66.18510437,68.13628582,27.96,2.490483949,3.625440156,422.16,290850,27.96,
299,240209_5.0_HQ300_80_100_03,5,HQ300,80,13.6125,2.434178506,700,150,100,201,240209_5.0_HQ300_80_100_03,32.06933137,128,250,3.626801808,71.14260101,73.32079171,27.96,2.485485788,3.603156723,422.16,290850,27.96,
300,240209_5.0_HQ30030_80_50_01,5,HQ30030,80,27.3975,4.388077597,700,150,50,201,240209_5.0_HQ30030_80_50_01,48.83905575,128,250,2.710015374,48.64750671,54.91823423,40.545,2.175119771,2.322760793,487.47,347080,40.545,
301,240209_5.0_HQ30030_80_50_02,5,HQ30030,80,27.3975,4.388077597,700,150,50,201,240209_5.0_HQ30030_80_50_02,52.11840291,128,250,2.545977037,54.32223511,61.68108403,40.545,2.164023142,2.280762121,487.47,347080,40.545,
302,240209_5.0_HQ30030_80_50_03,5,HQ30030,80,27.3975,4.388077597,700,150,50,201,240209_5.0_HQ30030_80_50_03,50.91553227,128,250,2.597513471,51.01216888,58.52115282,40.545,2.147328019,2.218067966,487.47,347080,40.545,
303,240209_5.0_HQ30030_80_75_01,5,HQ30030,80,27.3975,4.388077597,700,150,75,200,240209_5.0_HQ30030_80_75_01,55.67749109,128,250,1.796057941,58.9361496,65.66138901,40.545,2.198552394,2.412309359,487.47,347080,40.545,
304,240209_5.0_HQ30030_80_75_02,5,HQ30030,80,27.3975,4.388077597,700,150,75,200,240209_5.0_HQ30030_80_75_02,51.73742896,128,250,1.932836672,52.21966171,58.06141012,40.545,2.203802954,2.432534622,487.47,347080,40.545,
305,240209_5.0_HQ30030_80_75_03,5,HQ30030,80,27.3975,4.388077597,700,150,75,200,240209_5.0_HQ30030_80_75_03,48.29322558,128,250,2.070683803,47.00135803,51.1292167,40.545,2.255757619,2.635820645,487.47,347080,40.545,
306,240209_5.0_HQ30030_80_75_04,5,HQ30030,80,27.3975,4.388077597,700,150,75,200,240209_5.0_HQ30030_80_75_04,49.92719451,128,250,2.002916466,51.7053833,56.15836867,40.545,2.259708871,2.651515289,487.47,347080,40.545,
307,240209_5.0_HQ30030_80_100_01,5,HQ30030,80,27.3975,4.388077597,700,150,100,201,240209_5.0_HQ30030_80_100_01,53.7148124,128,250,2.467360546,64.45018005,70.04718507,40.545,2.258862313,2.648149914,487.47,347080,40.545,
308,240209_5.0_HQ30030_80_100_02,5,HQ30030,80,27.3975,4.388077597,700,150,100,201,240209_5.0_HQ30030_80_100_02,49.17301051,128,250,2.754027826,59.44017029,61.75883506,40.545,2.434255471,3.377787318,487.47,347080,40.545,
309,240209_5.0_NCH_80_50_01,5,NCH,80,300,30,1000,150,50,201,240209_5.0_NCH_80_50_01,140.8801822,128,250,0.866520249,52.38292313,55.15668248,37.055,2.195983859,2.402436649,529.56,347070,37.055,
310,240209_5.0_NCH_80_50_02,5,NCH,80,300,30,1000,150,50,201,240209_5.0_NCH_80_50_02,129.1017225,128,250,1.047429509,33.79464722,36.2044218,37.055,2.292748676,2.784046804,529.56,347070,37.055,
311,240209_5.0_NCH_80_50_03,5,NCH,80,300,30,1000,150,50,201,240209_5.0_NCH_80_50_03,129.4972124,128,250,1.04205862,34.91966248,37.11505864,37.055,2.318390231,2.88849526,529.56,347070,37.055,
312,240209_5.0_NCH_80_50_04,5,NCH,80,300,30,1000,150,50,201,240209_5.0_NCH_80_50_04,131.8329317,128,250,1.020367369,36.28817368,38.62540432,37.055,2.314364983,2.872006716,529.56,347070,37.055,
313,240209_5.0_NCH_80_75_01,5,NCH,80,300,30,1000,150,75,200,240209_5.0_NCH_80_75_01,150.2916736,128,250,0.665372855,39.77322769,43.91618695,37.055,2.219765398,2.494381976,529.56,347070,37.055,
314,240209_5.0_NCH_80_75_02,5,NCH,80,300,30,1000,150,75,200,240209_5.0_NCH_80_75_02,153.5287444,128,250,0.651343828,41.57906723,45.8743075,37.055,2.221980195,2.503006078,529.56,347070,37.055,
315,240209_5.0_NCH_80_75_03,5,NCH,80,300,30,1000,150,75,200,240209_5.0_NCH_80_75_03,151.9084022,128,250,0.658291435,40.89452362,44.91898254,37.055,2.232297341,2.54331681,529.56,347070,37.055,
316,240209_5.0_NCH_80_100_01,5,NCH,80,300,30,1000,150,100,201,240209_5.0_NCH_80_100_01,158.4895752,128,250,0.948528536,37.22753906,41.50742444,37.055,2.337246539,2.966192305,529.56,347070,37.055,
317,240209_5.0_NCH_80_100_02,5,NCH,80,300,30,1000,150,100,201,240209_5.0_NCH_80_100_02,155.531124,128,250,0.866520249,52.38292313,55.15668248,37.055,2.367976367,3.094424563,529.56,347070,37.055,
318,240209_10.0_HQ300_80_50_01,10,HQ300,80,14.3025,2.393915899,1200,500,50,201,240209_10.0_HQ300_80_50_01,31.10559074,128,250,12.85767112,59.06346893,61.03875016,28.14,2.462516686,3.501428936,429.51,288680,28.139,
319,240209_10.0_HQ300_80_50_02,10,HQ300,80,14.3025,2.393915899,1200,500,50,201,240209_10.0_HQ300_80_50_02,31.17328996,128,250,12.80624801,59.03962708,61.14188474,28.14,2.448253192,3.438816459,429.51,288680,28.139,
320,240209_10.0_HQ300_80_50_03,10,HQ300,80,14.3025,2.393915899,1200,500,50,201,240209_10.0_HQ300_80_50_03,31.15922796,128,250,12.77060829,59.32466888,61.46128886,28.14,2.449129485,3.442650769,429.51,288680,28.139,
321,240209_10.0_HQ300_80_75_01,10,HQ300,80,14.3025,2.393915899,1200,500,75,200,240209_10.0_HQ300_80_75_01,34.13482482,128,250,14.64779745,69.39768219,70.70301717,28.14,2.569361194,3.98405513,429.51,288680,28.139,
322,240209_10.0_HQ300_80_75_02,10,HQ300,80,14.3025,2.393915899,1200,500,75,200,240209_10.0_HQ300_80_75_02,34.09287754,128,250,14.66581985,69.1086731,70.42291816,28.14,2.565228157,3.964939817,429.51,288680,28.139,
323,240209_10.0_HQ300_80_75_03,10,HQ300,80,14.3025,2.393915899,1200,500,75,200,240209_10.0_HQ300_80_75_03,34.38942861,128,250,14.53935178,69.62063599,71.06281269,28.14,2.551203408,3.900342624,429.51,288680,28.139,
324,240209_10.0_HQ300_80_100_01,10,HQ300,80,14.3025,2.393915899,1200,500,100,201,240209_10.0_HQ300_80_100_01,35.72504929,128,250,11.24824718,86.25630188,86.9397331,28.14,2.697911342,4.596482097,429.51,288680,28.139,
325,240209_10.0_HQ30030_80_50_01,10,HQ30030,80,30.9375,3.58750029,1200,500,50,201,240209_10.0_HQ30030_80_50_01,40.49788904,128,250,9.137274716,44.49225235,49.07390839,43.84,2.221908354,2.502726175,524.58,347850,43.839,
326,240209_10.0_HQ30030_80_50_02,10,HQ30030,80,30.9375,3.58750029,1200,500,50,201,240209_10.0_HQ30030_80_50_02,39.96999118,128,250,9.29205061,43.85393143,48.00212291,43.84,2.239557159,2.571817499,524.58,347850,43.839,
327,240209_10.0_HQ30030_80_50_03,10,HQ30030,80,30.9375,3.58750029,1200,500,50,201,240209_10.0_HQ30030_80_50_03,40.00806912,128,250,9.280693283,43.58040619,47.86765718,43.84,2.231396304,2.539787311,524.58,347850,43.839,
328,240209_10.0_HQ30030_80_75_01,10,HQ30030,80,30.9375,3.58750029,1200,500,75,200,240209_10.0_HQ30030_80_75_01,43.05359896,128,250,11.61343098,49.64123535,52.52871649,43.84,2.345733129,3.001406469,524.58,347850,43.839,
329,240209_10.0_HQ30030_80_75_02,10,HQ30030,80,30.9375,3.58750029,1200,500,75,200,240209_10.0_HQ30030_80_75_02,41.90235339,128,250,11.93250401,46.19338608,49.67781213,43.84,2.28941121,2.770554329,524.58,347850,43.839,
330,240209_10.0_HQ30030_80_75_03,10,HQ30030,80,30.9375,3.58750029,1200,500,75,200,240209_10.0_HQ30030_80_75_03,41.18023976,128,250,12.14174572,44.13032532,47.74001019,43.84,2.272031803,2.70067539,524.58,347850,43.839,
331,240209_10.0_HQ30030_80_75_04,10,HQ30030,80,30.9375,3.58750029,1200,500,75,200,240209_10.0_HQ30030_80_75_04,41.003488,128,250,12.19408456,43.40853882,47.23463338,43.84,2.256008357,2.636815608,524.58,347850,43.839,
332,240209_10.0_HQ30030_80_100_01,10,HQ30030,80,30.9375,3.58750029,1200,500,100,201,240209_10.0_HQ30030_80_100_01,43.01755136,128,250,8.54620535,54.731987,58.73982146,43.84,2.296451922,2.799045638,524.58,347850,43.839,
333,240209_10.0_HQ30030_80_100_02,10,HQ30030,80,30.9375,3.58750029,1200,500,100,201,240209_10.0_HQ30030_80_100_02,42.36277739,128,250,8.688379064,52.87226868,56.77467544,43.84,2.294341379,2.790493988,524.58,347850,43.839,
334,240209_10.0_NCH_80_50_01,10,NCH,80,300,30,1500,500,50,201,240209_10.0_NCH_80_50_01,145.580886,128,250,3.088929263,40.16435242,44.26808714,42.71,2.221561232,2.501373895,578.11,301970,42.71,
335,240209_10.0_NCH_80_50_02,10,NCH,80,300,30,1500,500,50,201,240209_10.0_NCH_80_50_02,145.6507936,128,250,3.108248977,38.33919525,42.83980878,42.71,2.191397617,2.384843327,578.11,301970,42.71,
336,240209_10.0_NCH_80_50_03,10,NCH,80,300,30,1500,500,50,201,240209_10.0_NCH_80_50_03,144.5966609,128,250,3.100017607,39.47901154,43.66489109,42.71,2.211878759,2.463757121,578.11,301970,42.71,
337,240209_10.0_NCH_80_75_01,10,NCH,80,300,30,1500,500,75,200,240209_10.0_NCH_80_75_01,155.9206971,128,250,3.206758367,44.05754852,47.47686303,42.71,2.282637352,2.743241975,578.11,301970,42.71,
338,240209_10.0_NCH_80_75_02,10,NCH,80,300,30,1500,500,75,200,240209_10.0_NCH_80_75_02,105.997916,128,250,4.71707387,44.43813324,22.18062584,42.71,2.290439571,2.774709201,578.11,301970,42.71,
339,240209_10.0_NCH_80_75_03,10,NCH,80,300,30,1500,500,75,200,240209_10.0_NCH_80_75_03,156.2783848,128,250,3.199418786,44.72677612,48.13194891,42.71,2.287964451,2.764712801,578.11,301970,42.71,
340,240209_10.0_NCH_80_100_01,10,NCH,80,300,30,1500,500,100,201,240209_10.0_NCH_80_100_01,165.3491895,128,250,2.739001543,56.71401596,60.18743554,42.71,2.334294367,2.953978292,578.11,301970,42.71,
341,240209_10.0_NCH_80_100_02,10,NCH,80,300,30,1500,500,100,201,240209_10.0_NCH_80_100_02,166.3308384,128,250,3.006057114,52.35930634,55.49143094,42.71,2.339399152,2.975109924,578.11,301970,42.71,
342,240210_20.0_HQ300_80_50_01,20,HQ300,80,13.2875,0.479026791,3000,1000,50,201,240210_20.0_HQ300_80_50_01,34.20918306,128,250,24.33734069,75.13925934,76.64112437,26.639,2.567474823,3.975326209,406.73,288680,26.639,
343,240210_20.0_HQ300_80_50_02,20,HQ300,80,13.2875,0.479026791,3000,1000,50,201,240210_20.0_HQ300_80_50_02,34.40930648,128,250,23.75604814,79.6010437,81.04028651,26.639,2.587092282,4.066468329,406.73,288680,26.639,
344,240210_20.0_HQ300_80_50_03,20,HQ300,80,13.2875,0.479026791,3000,1000,50,201,240210_20.0_HQ300_80_50_03,34.5304179,128,250,23.6761149,78.85519409,80.56243807,26.639,2.554104234,3.913669782,406.73,288680,26.639,
345,240210_20.0_HQ300_80_75_01,20,HQ300,80,13.2875,0.479026791,3000,1000,75,200,240210_20.0_HQ300_80_75_01,37.16559199,128,250,26.9066076,85.29490662,86.04859048,26.639,2.690910621,4.562238751,406.73,288680,26.639,
346,240210_20.0_HQ300_80_75_02,20,HQ300,80,13.2875,0.479026791,3000,1000,75,200,240210_20.0_HQ300_80_75_02,36.82989207,128,250,27.15185801,82.88784027,83.64292914,26.639,2.683628442,4.526727505,406.73,288680,26.639,
347,240210_20.0_HQ300_80_75_03,20,HQ300,80,13.2875,0.479026791,3000,1000,75,200,240210_20.0_HQ300_80_75_03,36.61610188,128,250,27.31038938,85.92503357,86.46076278,26.639,2.720670086,4.708512677,406.73,288680,26.639,
348,240210_20.0_HQ300_80_100_01,20,HQ300,80,13.2875,0.479026791,3000,1000,100,201,240210_20.0_HQ300_80_100_01,37.46440794,128,250,21.74831769,106.8520355,106.4846465,26.639,2.916729402,5.718413657,406.73,288680,26.639,
349,240210_20.0_HQ30030_80_50_01,20,HQ30030,80,31.7725,1.960518639,3000,1000,50,201,240210_20.0_HQ30030_80_50_01,45.13977084,128,250,15.59619828,58.1476059,64.74013891,46.215,2.201698746,2.424422135,561.23,343680,46.215,
350,240210_20.0_HQ30030_80_50_02,20,HQ30030,80,31.7725,1.960518639,3000,1000,50,201,240210_20.0_HQ30030_80_50_02,44.88110623,128,250,15.5542925,60.97132874,66.74727328,46.215,2.239715997,2.572442317,561.23,343680,46.215,
351,240210_20.0_HQ30030_80_50_03,20,HQ30030,80,31.7725,1.960518639,3000,1000,50,201,240210_20.0_HQ30030_80_50_03,45.07134291,128,250,15.34756965,63.91835785,69.43744723,46.215,2.260131855,2.65319737,561.23,343680,46.215,
352,240210_20.0_HQ30030_80_75_01,20,HQ30030,80,31.7725,1.960518639,3000,1000,75,200,240210_20.0_HQ30030_80_75_01,47.80451638,128,250,20.91852561,64.99790955,69.8019005,46.215,2.295212199,2.794021298,561.23,343680,46.215,
353,240210_20.0_HQ30030_80_75_02,20,HQ30030,80,31.7725,1.960518639,3000,1000,75,200,240210_20.0_HQ30030_80_75_02,48.01433945,128,250,20.82711147,67.75418091,72.36390466,46.215,2.313236132,2.867388784,561.23,343680,46.215,
354,240210_20.0_HQ30030_80_75_03,20,HQ30030,80,31.7725,1.960518639,3000,1000,75,200,240210_20.0_HQ30030_80_75_03,48.21965329,128,250,20.73843198,70.03754425,74.48417404,46.215,2.326911303,2.92351304,561.23,343680,46.215,
355,240210_20.0_HQ30030_80_100_01,20,HQ30030,80,31.7725,1.960518639,3000,1000,100,201,240210_20.0_HQ30030_80_100_01,49.76840883,128,250,20.09306754,77.22045898,80.59281965,46.215,2.397765428,3.220634916,561.23,343680,46.215,
356,240210_20.0_NCH_80_50_01,20,NCH,80,300,30,3000,1000,50,201,240210_20.0_NCH_80_50_01,163.5234443,128,250,5.362223326,55.78601837,60.4447381,43.35,2.266368648,2.678043287,586.61,343680,43.35,
357,240210_20.0_NCH_80_50_02,20,NCH,80,300,30,3000,1000,50,201,240210_20.0_NCH_80_50_02,163.2850765,128,250,5.37241853,55.41357803,60.10825919,43.35,2.263387353,2.666156221,586.61,343680,43.35,
358,240210_20.0_NCH_80_50_03,20,NCH,80,300,30,3000,1000,50,201,240210_20.0_NCH_80_50_03,162.6903153,128,250,5.467613739,51.78975677,56.87132669,43.35,2.231284845,2.53935083,586.61,343680,43.35,
359,240210_20.0_NCH_80_75_01,20,NCH,80,300,30,3000,1000,75,200,240210_20.0_NCH_80_75_01,170.9648197,128,250,5.849156578,55.03688431,58.66507467,43.35,2.318975118,2.890893972,586.61,343680,43.35,
360,240210_20.0_NCH_80_75_02,20,NCH,80,300,30,3000,1000,75,200,240210_20.0_NCH_80_75_02,168.7481655,128,250,5.92599035,55.89375687,59.0007077,43.35,2.351579356,3.025753292,586.61,343680,43.35,
